Country,Lat,Long,TotalCases,TotalDeaths,TotalRecovered
Chiba,35.455753326416016,140.20408630371094,411,4,38
Aichi,34.970516204833984,137.18206787109375,340,22,63
Hyogo,34.925048828125,134.81622314453125,358,13,59
Saitama,35.99847412109375,139.34963989257812,345,5,25
Hokkaido,43.53932571411133,142.43751525878906,255,11,158
Fukuoka,33.58391189575195,130.62950134277344,332,None,7
Kyoto,35.323150634765625,135.41558837890625,191,1,33
Ibaraki,36.30723571777344,140.3919677734375,91,3,8
Gifu,35.778961181640625,137.0591583251953,91,1,5
Fukui,35.835487365722656,136.15672302246094,86,2,6
Ishikawa,36.871803283691406,136.79881286621094,104,None,5
Kochi,33.3494987487793,133.36012268066406,54,None,13
Okinawa,25.660907745361328,125.72521209716797,49,None,3
Oita,33.18505096435547,131.61875915527344,42,None,10
Niigata,37.50469207763672,138.86538696289062,41,None,24
Miyagi,38.42698287963867,141.035888671875,46,None,1
Nara,34.3180046081543,135.873046875,39,None,8
Fukushima,37.3774528503418,140.28050231933594,37,None,3
Gunma,36.504180908203125,138.98428344726562,79,2,5
Wakayama,33.87544631958008,135.4813690185547,33,1,17
Tochigi,36.68994140625,139.81910705566406,32,None,5
Yamagata,38.46992874145508,140.07754516601562,32,None,None
Ehime,33.623321533203125,132.73646545410156,30,1,4
Shiga,35.21818923950195,136.1393280029297,38,None,3
Hiroshima,34.54743576049805,132.7915496826172,31,None,3
Yamanashi,35.6132698059082,138.61123657226562,32,None,2
Kumamoto,32.58971405029297,130.65196228027344,23,1,4
Nagano,36.133480072021484,138.04627990722656,28,None,3
Yamaguchi,34.101646423339844,131.5238037109375,19,None,3
Miyazaki,32.1144905090332,131.41015625,17,None,3
Okayama,34.86441421508789,133.8206024169922,16,None,1
Shizuoka,34.964359283447266,138.37620544433594,39,None,3
Toyama,36.67459487915039,137.27346801757812,23,None,None
Mie,34.47956848144531,136.45408630371094,17,None,5
Aomori,40.92259216308594,140.83116149902344,22,None,3
Nagasaki,33.31052017211914,129.2996063232422,14,None,2
Akita,39.762779235839844,140.31948852539062,13,None,5
Saga,33.300533294677734,130.09654235839844,12,None,1
Kagoshima,31.519725799560547,130.29611206054688,4,None,None
Kagawa,34.29804611206055,133.99462890625,4,None,1
Tokushima,33.9224853515625,134.32730102539062,3,None,3
Tottori,35.38284683227539,133.8406219482422,1,None,None
Shimane,35.048885345458984,132.5293426513672,6,None,None
Arica y Parinacota,-18.497121810913086,-69.6285629272461,75,None,None
Tarapacá,-20.215627670288086,-69.39312744140625,29,None,None
Antofagasta,-23.53557586669922,-69.1192398071289,92,1,None
Atacama,-27.395030975341797,-69.90995788574219,10,None,None
Coquimbo,-30.618684768676758,-70.8609390258789,61,None,None
Valparaíso,-32.782814025878906,-70.95977020263672,230,2,None
Santiago Metropolitan,-33.60409927368164,-70.62725067138672,2832,21,None
O’Higgins,-34.435115814208984,-71.04644775390625,44,None,None
Maule,-35.62104415893555,-71.44593048095703,128,2,None
Bio-Bio,-37.19843673706055,-72.24381256103516,460,2,None
Araucanía,-38.649078369140625,-72.27487182617188,689,16,None
Los Ríos,-40.00346755981445,-72.5739517211914,118,2,None
Los Lagos,-41.89686584472656,-72.66155242919922,340,2,None
Aisen of Gral. C. Ibáñez del Campo,-46.49090576171875,-73.0376968383789,7,None,None
Magallanes and Antarctic Region,-51.62120056152344,-72.49659729003906,286,3,None
Kujawsko-pomorskie,53.07270050048828,18.488231658935547,336,7,None
Lubelskie,51.220523834228516,22.900550842285156,234,10,None
Lubuskie,52.1960334777832,15.342682838439941,78,None,None
Mazowieckie,52.34563446044922,21.09662437438965,1664,69,None
Opolskie,50.64715576171875,17.9000186920166,151,7,None
Podkarpackie,49.95349884033203,22.1689395904541,221,11,None
Podlaskie,53.2646369934082,22.929309844970703,222,2,None
Pomorskie,54.154056549072266,17.9847354888916,171,1,None
Wielkopolskie,52.3306884765625,17.24300193786621,564,35,None
Zachodniopomorskie,53.58472442626953,15.543170928955078,193,2,None
Romania,45.83913040161133,24.98465347290039,6633,318,914
Oslo,59.97550582885742,10.738566398620605,1827,None,None
Trondelag,63.749488830566406,11.453235626220703,391,None,None
Rogaland,59.109825134277344,6.229371070861816,379,None,None
Aust-Agder,58.77959060668945,7.668457984924316,253,None,None
Finnmark,69.91541290283203,25.96571159362793,188,None,None
Møre og Romsdal,62.56858825683594,7.720508098602295,116,None,None
Nordland,66.72784423828125,14.78990364074707,87,None,None
Agder,58.448177337646484,7.192431926727295,249,None,None
Troms og Finnmark,69.91541290283203,25.96571159362793,187,None,None
Vestfold og Telemark,59.509857177734375,8.535659790039062,237,None,None
New South Wales,-32.16736602783203,147.01287841796875,2863,25,None
Victoria,-36.86429214477539,144.31039428710938,1281,14,None
Queensland,-22.575700759887695,144.53526306152344,987,5,None
Western Australia,-25.469026565551758,122.18766784667969,523,6,None
South Australia,-30.07952308654785,135.82818603515625,431,4,None
Tasmania,-42.029415130615234,146.5904083251953,144,5,None
Australian Capital Territory,-35.48872756958008,149.00291442871094,103,2,None
Northern Territory,-19.481945037841797,133.3697509765625,28,None,None
Capital Region,55.85647964477539,12.285218238830566,3297,None,None
Zealand,55.27915573120117,11.71137523651123,842,None,None
South Denmark,55.41163635253906,9.062159538269043,718,None,None
Middle Jutland,56.26072692871094,9.330015182495117,967,None,None
North Jutland,57.031795501708984,9.593602180480957,309,None,None
Prague,50.066802978515625,14.465846061706543,1435,None,None
Central Bohemia,50.000732421875,14.55334186553955,721,None,None
South Bohemia,49.0931282043457,14.43234920501709,153,None,None
Karlovy Vary,50.17409133911133,12.753071784973145,202,None,None
Ústí nad Labem,50.53034591674805,13.845776557922363,384,None,None
Liberec,50.705055236816406,14.998679161071777,177,None,None
Hradec Králové,50.3836784362793,15.866287231445312,170,None,None
Pardubice,49.901206970214844,16.19144630432129,226,None,None
South Moravia,49.080230712890625,16.635366439819336,350,None,None
Olomouc,49.77727127075195,17.19108009338379,586,None,None
Zlin,49.220420837402344,17.7474422454834,259,None,None
Moravia-Silesia,49.8206901550293,17.979190826416016,674,None,None
Islamabad,33.657222747802734,73.07733154296875,107,1,10
Punjab,30.806665420532227,72.14498138427734,2279,18,39
Sindh,26.03447723388672,68.79566192626953,1128,21,349
Khyber Pakhtunkhwa,34.47162628173828,72.08253479003906,620,22,128
Baluchistan,28.316837310791016,65.88301086425781,219,1,89
Philippines,15.948041915893555,121.42259979248047,4932,315,242
Malaysia,3.6054680347442627,114.71072387695312,4817,77,2276
Mexico City,19.276914596557617,-99.13939666748047,855,39,None
Durango,24.923622131347656,-104.91339111328125,15,4,None
Jalisco,20.580795288085938,-103.61320495605469,139,8,None
Nuevo León,25.57259178161621,-99.96897888183594,98,4,None
Puebla,19.006059646606445,-97.90007019042969,183,9,None
México,19.355934143066406,-99.6453857421875,354,11,None
Yucatán,20.746322631835938,-88.92093658447266,74,3,None
Querétaro,20.855201721191406,-99.8456802368164,47,2,None
Quintana Roo,19.6259765625,-88.1299819946289,143,10,None
San Luis Potosí,22.585533142089844,-100.4168930053711,43,4,None
Baja California,30.584375381469727,-115.10977172851562,225,15,None
Veracruz,19.393552780151367,-96.41898345947266,49,3,None
Guanajuato,20.905414581298828,-101.0125732421875,67,1,None
Aguascalientes,22.006446838378906,-102.36193084716797,53,None,None
Tabasco,17.937658309936523,-92.59388732910156,112,8,None
Guerrero,17.667991638183594,-99.9218521118164,47,4,None
Hidalgo,20.479555130004883,-98.8870849609375,46,7,None
Coahuila,27.2954158782959,-102.04405212402344,122,7,None
Sinaloa,24.992015838623047,-107.46926879882812,125,13,None
Tamaulipas,24.290952682495117,-98.64067077636719,43,3,None
Sonora,29.69720458984375,-110.79898071289062,46,2,None
Morelos,18.742053985595703,-99.07492065429688,26,5,None
Chihuahua,28.80851936340332,-106.46897888183594,29,None,None
Colima,19.14100456237793,-103.91311645507812,7,None,None
Chiapas,16.48657989501953,-92.46847534179688,32,None,None
Oaxaca,16.969350814819336,-96.45035552978516,35,1,None
Baja California Sur,25.922014236450195,-112.0754623413086,68,2,None
Zacatecas,23.28900146484375,-102.66056823730469,11,2,None
Nayarit,21.80414581298828,-104.84092712402344,12,1,None
Michoacán,19.207120895385742,-101.87811279296875,36,5,None
Campeche,18.840118408203125,-90.3599624633789,14,1,None
Tlaxcala,19.42853546142578,-98.16853332519531,23,None,None
Jakarta,-6.208532810211182,106.838623046875,2186,204,142
West Java,-6.919994831085205,107.60281372070312,540,52,22
Banten,-6.454363822937012,106.12252807617188,285,22,7
East Java,-7.817136764526367,112.61478424072266,440,30,73
Central Java,-7.261385917663574,110.20050811767578,203,25,19
South Sulawesi,-3.648530960083008,120.15168762207031,223,15,31
Yogyakarta,-7.895008087158203,110.44536590576172,57,7,6
East Kalimantan,0.4631800055503845,116.45655059814453,35,1,6
Bali,-8.355097770690918,115.11597442626953,86,2,20
North Sumatra,2.3045198917388916,99.1556396484375,67,9,9
Papua,-4.590428829193115,138.75535583496094,68,3,5
Central Kalimantan,-1.6332039833068848,113.18144226074219,25,1,8
West Sumatra,-0.6847630143165588,100.65441131591797,45,3,7
Riau Islands,1.5695430040359497,106.77737426757812,21,1,2
Aceh,4.2850117683410645,96.94249725341797,5,1,4
Lampung,-4.913496017456055,105.01777648925781,21,4,1
West Kalimantan,-0.06830199807882309,111.15364837646484,13,3,3
South East Sulawesi,-3.795609951019287,121.82154083251953,16,1,1
West Nusa Tenggara,-8.080307006835938,117.92555236816406,37,2,2
North Kalimantan,3.41510009765625,116.46330261230469,16,1,None
North Sulawesi,0.8835279941558838,124.26826477050781,17,2,2
West Papua,-2.1367990970611572,133.1802215576172,2,1,None
Riau,0.4607740044593811,101.74686431884766,20,None,1
Jambi,-1.698441982269287,102.72014617919922,4,None,None
South Sumatra,-3.2164440155029297,104.16946411132812,21,2,4
South Kalimantan,-2.393662929534912,115.27104949951172,34,2,None
Central Sulawesi,1.3537729978561401,120.9031982421875,19,2,2
Maluku,-3.201580047607422,129.46124267578125,11,None,1
North Maluku,0.8693370223045349,128.01593017578125,2,None,1
West Sulawesi,-2.462061882019043,119.34689331054688,5,1,1
Bangka-Belitung,-2.2529571056365967,105.98694610595703,4,1,None
Bengkulu,-3.5155060291290283,102.3388671875,4,1,None
East Nusa Tenggara,-8.604843139648438,121.14183044433594,1,None,None
Gorontalo,0.6867859959602356,122.37642669677734,1,None,None
Saudi Arabia,24.12412,44.550495,4462,59,761
United Arab Emirates,23.907182,54.333533,4123,22,680
Serbia,44.23085403442383,20.793766021728516,3630,80,400
Panama,8.531039,-80.134502,3400,87,29
Luxembourg,49.776824951171875,6.09234094619751,3281,62,500
Donetsk,48.00202941894531,37.814491271972656,18,None,None
Luhansk,48.56724166870117,39.29084014892578,8,None,1
Qatar,25.285332,51.193252,2979,7,275
Finland,64.51989,26.282998,3064,59,None
Distrito Nacional,18.484392166137695,-69.94220733642578,588,11,None
Azua,18.583614349365234,-70.83382415771484,7,None,None
Baoruco,18.511917114257812,-71.33460235595703,1,None,None
Barahona,18.167375564575195,-71.21310424804688,11,None,None
Dajabón,19.43579864501953,-71.60321807861328,1,None,None
Duarte,19.25954246520996,-70.08341979980469,112,24,None
El Seibo,18.819324493408203,-69.04580688476562,1,None,None
Espaillat,19.71249008178711,-70.37373352050781,30,1,None
Independencia,18.423627853393555,-71.62167358398438,1,None,None
La Altagracia,18.579246520996094,-68.65571594238281,35,1,None
La Romana,18.508237838745117,-68.97306060791016,28,1,None
La Vega,19.054052352905273,-70.63218688964844,93,3,None
María Trinidad Sánchez,19.445314407348633,-69.96770477294922,9,1,None
Monte Cristi,19.719301223754883,-71.45027923583984,2,None,None
Pedernales,17.96514892578125,-71.53421783447266,1,None,None
Peravia,18.33329963684082,-70.37254333496094,4,None,None
Puerto Plata,19.744016647338867,-70.79879760742188,33,None,None
Salcedo,19.41804313659668,-70.36809539794922,17,None,None
Samaná,19.22682762145996,-69.47967529296875,15,1,None
San Cristóbal,18.52267837524414,-70.2072525024414,22,1,None
San Juan,18.87786102294922,-71.28873443603516,8,3,None
San Pedro de Macorís,18.82235336303711,-69.4593734741211,23,3,None
Sánchez Ramírez,19.01884651184082,-70.14006805419922,20,2,None
Santiago,19.330970764160156,-70.89983367919922,176,5,None
Santiago Rodríguez,19.38018035888672,-71.3229751586914,5,None,None
Valverde,19.584712982177734,-71.04251098632812,8,None,None
Monseñor Nouel,18.90675163269043,-70.41557312011719,28,2,None
Monte Plata,18.837017059326172,-69.79937744140625,4,1,None
Hato Mayor,18.863664627075195,-69.3697509765625,4,None,None
Santo Domingo,18.567100524902344,-69.85205841064453,201,8,None
Belarus,53.542198181152344,28.05012321472168,2919,29,203
Capital District,4.316167831420898,-74.17972564697266,992,None,None
Valle del Cauca,3.849632978439331,-76.51705932617188,314,None,None
Antioquia,6.923113822937012,-75.56768035888672,234,None,None
Bolivar,8.745819091796875,-74.50724029541016,71,None,None
Cundinamarca,4.821453094482422,-74.09693145751953,64,None,None
Risaralda,4.8166279792785645,-75.70002746582031,46,None,None
Atlantico,10.676511764526367,-74.96417236328125,67,None,None
Huila,2.5581650733947754,-75.58816528320312,38,None,None
Norte de Santander,8.095475196838379,-72.88368225097656,27,None,None
Quindio,4.456145763397217,-75.68961334228516,40,None,None
Caldas,5.342799186706543,-75.30630493164062,19,None,None
Meta,3.3387649059295654,-72.96131896972656,14,None,None
Santander,6.6961350440979,-73.48695373535156,15,None,None
Cesar,9.54290771484375,-73.51655578613281,17,None,None
Magdalena,10.246414184570312,-74.25923156738281,26,None,None
Tolima,4.040924072265625,-75.2533950805664,15,None,None
Cauca,2.395277976989746,-76.82869720458984,14,None,None
Boyaca,5.775990962982178,-73.108154296875,19,None,None
Narino,1.5404139757156372,-77.85382843017578,9,None,None
Cordoba,8.358489990234375,-75.79591369628906,7,None,None
Casanare,5.406013011932373,-71.60452270507812,2,None,None
San Andrés and Providencia,12.542878150939941,-81.7177505493164,2,None,None
Sucre,9.056778907775879,-75.10763549804688,1,None,None
La Guajira,11.477998733520508,-72.42827606201172,1,None,None
Thailand,15.1306734085083,101.01778411865234,2579,40,1288
Singapore,1.35757,103.810225,2532,8,560
City of Buenos Aires,-34.614593505859375,-58.445831298828125,532,23,None
Buenos Aires,-36.67470932006836,-60.55793762207031,507,33,None
Chaco,-26.38625717163086,-60.765586853027344,149,8,None
Cordoba,-32.14067840576172,-63.80112838745117,169,2,None
Santa Fe,-30.705781936645508,-60.950382232666016,197,2,None
Tucuman,-26.94703483581543,-65.36540222167969,29,3,None
Entre Rios,-32.05729675292969,-59.2030143737793,22,None,None
Mendoza,-34.63056564331055,-68.5831069946289,49,4,None
Rio Negro,-40.40715026855469,-67.22718048095703,42,2,None
Neuquen,-38.64053726196289,-70.1162338256836,84,4,None
Corrientes,-28.777324676513672,-57.80537796020508,24,None,None
Jujuy,-23.318859100341797,-65.76704406738281,5,None,None
Misiones,-26.874984741210938,-54.650821685791016,3,None,None
Salta,-24.783306121826172,-65.41680145263672,3,None,None
San Luis,-33.75954818725586,-66.02819061279297,11,None,None
Santa Cruz,-48.809932708740234,-69.91461181640625,37,None,None
Santiago del Estero,-27.781536102294922,-63.252628326416016,9,None,None
La Pampa,-37.128807067871094,-65.4455337524414,5,None,None
La Rioja,-29.681537628173828,-67.17716979980469,14,1,None
San Juan,-30.861793518066406,-68.88117980957031,1,None,None
South Africa,-29.002312,25.080323,2173,25,410
Greece,39.347443,22.571271,2114,99,269
Egypt,26.578456,29.776876,2065,159,589
Algeria,28.155088,2.678749,1914,293,591
Iceland,64.983642578125,-18.577098846435547,1701,8,889
Moldova,47.202144622802734,28.4654483795166,1662,33,107
Morocco,31.841399,-6.281309,1661,118,177
Croatia,45.14006805419922,16.427303314208984,1600,23,373
Bács-Kiskun,46.5682373046875,19.37956428527832,22,None,None
Baranya,46.035858154296875,18.210405349731445,29,None,None
Békés,46.733455657958984,21.008623123168945,11,None,None
Borsod-Abaúj-Zemplén,48.198551177978516,20.971620559692383,45,None,None
Budapest,47.48395919799805,19.10753059387207,703,None,None
Csongrád,46.42675018310547,20.235191345214844,47,None,None
Fejér,47.12908935546875,18.537118911743164,102,None,None
Hajdú-Bihar,47.470272064208984,21.457256317138672,18,None,None
Heves,47.78611755371094,20.193716049194336,9,None,None
Jász-Nagykun-Szolnok,47.26230239868164,20.420204162597656,14,None,None
Komárom-Esztergom,47.60837936401367,18.31337547302246,20,None,None
Nógrád,47.98613357543945,19.523117065429688,19,None,None
Pest,47.4117546081543,19.35742950439453,214,None,None
Somogy,46.44846725463867,17.61134147644043,20,None,None
Szabolcs-Szatmár-Bereg,47.9925651550293,22.08080291748047,38,None,None
Tolna,46.50777053833008,18.53786277770996,13,None,None
Vas,47.150062561035156,16.74974822998047,14,None,None
Veszprém,47.127723693847656,17.644424438476562,31,None,None
Zala,46.68716049194336,16.894580841064453,28,None,None
Iraq,33.04443,43.775183,1352,76,640
Bahrain,26.089246,50.562773,1348,6,591
Estonia,58.68367004394531,25.838701248168945,1309,25,98
Kuwait,29.335882,47.595493,1234,1,142
Slovenia,46.11955642700195,14.821760177612305,1205,53,150
Azerbaijan,40.359642028808594,47.652400970458984,1098,11,250
New Zealand,-43.947636,170.502872,1349,5,546
Lithuania,55.337310791015625,23.883544921875,1062,24,101
Armenia,40.29264450073242,44.939476013183594,1013,13,197
Bosnia and Herzegovina,44.16825485229492,17.785249710083008,1009,39,193
Hong Kong SAR,22.262653,114.198875,1010,4,397
Kazakhstan,48.16010665893555,67.26608276367188,973,11,99
Puerto Rico,18.22506332397461,-66.47891235351562,897,44,None
Uzbekistan,41.763492584228516,63.15152359008789,896,4,66
North Macedonia,41.6004638671875,21.700889587402344,856,38,44
Cameroon,5.697135925292969,12.74233627319336,820,12,98
Bangladesh,23.80488395690918,90.27921295166016,803,39,42
Slovakia,48.70748519897461,19.48487663269043,742,2,23
Oman,20.569614,56.098076,727,4,124
Tunisia,34.114462,9.571987,707,31,43
Bulgaria,42.75708770751953,25.23870277404785,676,31,71
Cuba,21.610517501831055,-78.96027374267578,669,18,92
Latvia,56.853981018066406,24.927459716796875,651,5,16
Andorra,42.54530334472656,1.5762859582901,638,29,128
Lebanon,33.921445,35.893428,630,20,80
Cyprus,34.91740798950195,32.95891189575195,623,11,65
Afghanistan,33.831138610839844,66.02471160888672,607,18,32
San Jose,9.6052827835083,-83.99161529541016,280,None,None
Alajuela,10.565364837646484,-84.6137924194336,160,None,None
Heredia,10.421299934387207,-84.0127182006836,61,None,None
Cartago,9.815876960754395,-83.68313598632812,39,None,None
Puntarenas,8.924416542053223,-83.33267211914062,21,None,None
Guanacaste,10.446002960205078,-85.39138793945312,13,None,None
Limon,10.029999732971191,-83.22000122070312,3,None,None
Côte d’Ivoire,7.622841835021973,-5.552559852600098,574,5,85
Ghana,7.960673809051514,-1.2076109647750854,566,8,34
Uruguay,-32.969738,-56.056064,494,7,214
Burkina Faso,12.28544807434082,-1.7441790103912354,448,26,159
Niger,17.420581817626953,9.400392532348633,438,11,41
Albania,41.139286041259766,20.064313888549805,433,23,197
Atlántida,15.663716316223145,-87.13573455810547,16,1,1
Choluteca,13.349449157714844,-87.1151351928711,2,None,None
Colón,15.643152236938477,-85.60856628417969,20,1,None
Comayagua,14.627448081970215,-87.63138580322266,2,None,None
Copán,14.906460762023926,-88.89979553222656,1,None,None
Cortés,15.399802207946777,-87.99320220947266,195,15,None
Francisco Morazán,14.287734031677246,-87.17814636230469,54,2,5
La Paz,14.106038093566895,-87.87931060791016,1,None,None
Lempira,14.409032821655273,-88.59312438964844,4,1,None
Santa Bárbara,15.097261428833008,-88.35161590576172,8,None,None
Yoro,15.30533218383789,-87.20216369628906,9,2,None
Réunion,-21.13318634033203,55.53244400024414,389,None,58
Taiwan,23.748992,120.971281,388,6,109
Jordan,31.248191,36.788103,381,7,177
Malta,35.89055633544922,14.439536094665527,378,3,44
Kyrgyzstan,41.46426773071289,74.55564880371094,377,5,54
Kosovo,42.581485748291016,20.89157485961914,362,7,59
San Marino,43.938133239746094,12.463393211364746,356,35,53
Pando,-11.093510627746582,-67.3210678100586,10,None,None
La Paz,-15.232961654663086,-68.12861633300781,39,7,None
Cochabamba,-17.181188583374023,-65.61956787109375,38,2,None
Santa Cruz,-17.256526947021484,-61.50251770019531,103,5,1
Oruro,-18.643232345581055,-67.6842041015625,8,None,1
Potosí,-20.546649932861328,-66.73026275634766,9,None,None
Chuquisaca,-20.045902252197266,-64.28778839111328,1,None,None
Tarija,-21.596235275268555,-63.881141662597656,1,None,None
Mauritius,-20.28355598449707,57.571815490722656,324,9,42
Nigeria,9.585453987121582,8.093578338623047,323,10,85
Senegal,14.359614372253418,-14.468459129333496,280,2,171
Montenegro,42.78509521484375,19.248979568481445,273,2,5
Palestinian Authority,31.6253,35.1453,268,2,None
Abkhazia,43.08427810668945,41.143157958984375,1,None,None
Vietnam,16.167692184448242,107.83905029296875,262,None,144
Guinea,10.437061309814453,-10.934968948364258,250,None,17
Congo (DRC),-2.878549098968506,23.65669059753418,234,20,16
Isle of Man,54.22895812988281,-4.537568092346191,228,2,112
Guernsey,49.45612335205078,-2.579606056213379,218,6,48
Djibouti,11.73109245300293,42.579105377197266,214,2,36
Jersey,49.2114143371582,-2.133455991744995,213,3,None
Sri Lanka,7.6416449546813965,80.69197845458984,210,7,56
Kenya,0.5370280146598816,37.85677719116211,197,8,22
Mayotte,-12.822992324829102,45.14403533935547,196,3,59
Faroe Islands,62.134979248046875,-7.01463508605957,184,None,157
Venezuela,7.156985,-66.223241,181,9,93
Guatemala,14.626777648925781,-90.49523162841797,63,3,13
Sacatepéquez,14.551481246948242,-90.74738311767578,8,None,4
Santa Rosa,14.157353401184082,-90.35694122314453,1,None,None
Suchitepéquez,14.380717277526855,-91.4305419921875,2,None,None
Totonicapán,15.01551628112793,-91.3773193359375,1,None,None
Quetzaltenango,14.788204193115234,-91.71382141113281,2,None,None
Chimaltenango,14.695856094360352,-90.92249298095703,9,None,None
Martinique,14.653226852416992,-61.01868438720703,155,6,50
Paraguay,-23.241958,-58.392766,147,6,22
Guadeloupe,16.25,-61.58333206176758,143,8,67
Santa Ana,14.122843742370605,-89.50918579101562,2,None,None
Usulután,13.374497413635254,-88.49505615234375,2,None,None
La Libertad,13.70569896697998,-89.36713409423828,1,None,None
Morazán,13.775482177734375,-88.1075210571289,1,None,None
San Salvador,13.776192665100098,-89.17837524414062,2,None,None
Brunei,4.4969048500061035,114.6308364868164,136,1,99
Guam,13.443708419799805,144.77774047851562,133,5,58
Gibraltar,36.13597106933594,-5.348627090454102,129,None,84
Rwanda,-1.9999899864196777,29.92605972290039,126,None,25
Cambodia,12.710771560668945,104.91678619384766,122,None,77
Trinidad and Tobago,10.423745155334473,-61.296531677246094,113,8,12
Madagascar,-19.382877349853516,46.69585037231445,106,None,20
Mali,17.35763931274414,-3.524878978729248,105,9,22
Monaco,43.736305236816406,7.423314094543457,93,1,6
Aruba,12.509138107299805,-69.9704360961914,92,None,32
French Guiana,3.9815070629119873,-53.19322967529297,88,1,53
Liechtenstein,47.14126968383789,9.552783012390137,79,1,55
Togo,8.530759811401367,0.976809024810791,76,3,25
Ethiopia,8.62248420715332,39.63431167602539,74,3,10
Jamaica,18.236000061035156,-77.36399841308594,72,4,16
Barbados,13.172222137451172,-59.55642318725586,71,4,11
Congo,-0.8273400068283081,15.241456985473633,60,5,None
Bermuda,32.39096450805664,-64.67505645751953,57,4,29
Gabon,-0.6238250136375427,11.781533241271973,57,1,1
Uganda,1.2772749662399292,32.38970184326172,54,None,4
Cayman Islands,19.318519592285156,-81.24376678466797,53,1,6
French Polynesia,-17.677398681640625,-149.40097045898438,53,None,None
U.S. Virgin Islands,17.732929229736328,-64.76648712158203,51,1,43
Liberia,6.447522163391113,-9.311179161071777,50,5,3
Bahamas,24.679536819458008,-78.05500030517578,47,8,6
Tanzania,-6.267545223236084,34.81095886230469,46,3,7
Guyana,4.978387832641602,-59.08845520019531,45,6,8
Macao SAR,22.145139694213867,113.58858489990234,45,None,13
Zambia,-13.463128089904785,27.787389755249023,43,2,30
Myanmar,21.18514633178711,96.51920318603516,41,4,2
Guinea-Bissau,12.037690162658691,-14.958002090454102,39,None,None
Benin,9.6560640335083,2.3395819664001465,35,1,5
Eritrea,15.359945297241211,38.845680236816406,34,None,None
Haiti,18.933517456054688,-72.67459106445312,33,3,None
Equatorial Guinea,1.5670069456100464,10.465889930725098,25,1,3
Somalia,6.5336451,48.0761719,25,2,2
Syria,35.024819,38.521849,25,2,5
Libya,27.041829,18.030819,25,1,8
Antigua and Barbuda,17.077665328979492,-61.798709869384766,23,2,None
Mozambique,-17.2731990814209,35.5474853515625,21,None,2
Maldives,1.9123070240020752,73.54009246826172,21,None,14
Angola,-12.332923889160156,17.572837829589844,19,2,2
Laos,18.49555778503418,103.76795959472656,19,None,None
Sudan,15.983182,29.949295,19,2,2
Chad,15.36843490600586,18.667133331298828,18,None,9
New Caledonia,-21.32696533203125,165.4899444580078,18,None,1
Mongolia,46.83469009399414,103.06763458251953,17,None,11
Dominica,15.434657096862793,-61.350074768066406,16,None,5
Fiji,-17.83541488647461,177.96334838867188,16,None,None
Namibia,-22.139442443847656,17.221797943115234,16,None,2
Saint Lucia,13.898548126220703,-60.967308044433594,15,None,None
Curaçao,12.192387580871582,-68.97064971923828,14,1,7
Grenada,12.113840103149414,-61.683753967285156,14,None,None
Eswatini,-26.56521987915039,31.498117446899414,14,None,7
Belize,17.20055389404297,-88.70706939697266,14,2,8
Zimbabwe,-19.000457763671875,29.871837615966797,14,3,None
Nepal,28.259138107299805,83.94416046142578,14,None,1
Botswana,-22.18724250793457,23.814544677734375,13,1,None
Malawi,-13.360275268554688,34.29304504394531,13,2,None
Greenland,74.75581359863281,-41.3941650390625,11,None,11
Seychelles,-4.6786580085754395,55.4672966003418,11,None,None
Nicaragua,12.844159,-85.03197,11,1,4
Northern Mariana Islands,15.188824653625488,145.75350952148438,11,2,None
Montserrat,16.739171981811523,-62.18928146362305,11,None,1
Sierra Leone,8.548967361450195,-11.80417537689209,10,None,None
Suriname,4.1390700340271,-55.91132736206055,10,1,4
Cabo Verde,15.08362865447998,-23.624671936035156,8,1,None
Central African Republic,6.57574987411499,20.48409080505371,8,None,None
Vatican City,41.90339660644531,12.452831268310547,8,None,2
Turks and Caicos Islands,21.77568244934082,-71.7576675415039,8,1,None
Mauritania,20.258419036865234,-10.331938743591309,7,1,2
Saint Barthélemy,17.90167236328125,-62.82939147949219,6,None,1
Bhutan,27.416879653930664,90.43476104736328,5,None,2
Falkland Islands,-51.745506286621094,-58.75210952758789,5,None,None
Gambia,13.446971893310547,-15.422768592834473,4,1,2
São Tomé and Príncipe,0.23931099474430084,6.602059841156006,4,None,None
South Sudan,7.283548831939697,30.326135635375977,4,None,None
Burundi,-3.367311954498291,29.8881893157959,3,None,None
British Virgin Islands,18.42353630065918,-64.62605285644531,3,None,None
Anguilla,18.21481704711914,-63.05470275878906,3,None,None
Timor-Leste,-8.797422409057617,125.9454116821289,2,None,None
Papua New Guinea,-6.613677024841309,144.26144409179688,2,None,None
Saba,17.63150978088379,-63.23771286010742,1,None,None
Saint Pierre and Miquelon,46.77901840209961,-56.172569274902344,1,None,None
Yemen,15.934554100036621,47.54685592651367,1,None,None
